GeneName,logFC,pval,padj
PARVG,0,0,0
PASD1,0,0,0
PASK,-0.25389,0,0
PATE1,0,0,0
PATE2,0,0,0
PATE3,0,0,0
PATE4,0,0,0
PATL1,0.74468,3.40E-08,3.40E-08
PATL2,-0.22828,0,0
PATZ1,0.50699,0.010165565,0.010165565
PAWR,0.12119,0.506576962,0.506576962
PAX1,-0.04114,0,0
PAX2,0.29363,0,0
PAX3,0,0,0
PAX4,0,0,0
PAX5,-0.02925,0,0
PAX6,-0.10689,0,0
PAX7,-0.28246,0.296986356,0.296986356
PAX8,-0.33164,0.557576939,0.557576939
PAX9,0.10966,0.792145375,0.792145375
PAXBP1,1.04485,2.79E-11,2.79E-11
PAXBP1-AS1,-0.22368,0,0
PAXIP1,-0.0316,0.929617231,0.929617231
PBDC1,-0.36941,0.14865863,0.14865863
PBK,0.36906,0.339528289,0.339528289
PBLD,-0.76241,0.035419503,0.035419503
PBOV1,0,0,0
PBRM1,0.18896,0.408774107,0.408774107
PBX1,0.19125,0.248362606,0.248362606
PBX2,0.77339,3.29E-10,3.29E-10
PBX3,0.2055,0.72867843,0.72867843
PBX4,-0.48456,0,0
PBXIP1,-0.72519,8.20E-05,8.20E-05
PC,-0.30138,0.044752048,0.044752048
PCA3,0,0,0
PCAT1,0.32409,0,0
PCBD1,-0.30762,0.00539364,0.00539364
PCBD2,-0.29265,0.404962704,0.404962704
PCBP1,0.50649,7.81E-08,7.81E-08
PCBP1-AS1,0.31927,0.556990896,0.556990896
PCBP2,-0.28771,7.24E-05,7.24E-05
PCBP3,-0.11093,0,0
PCBP4,0.02285,0.943394354,0.943394354
PCCA,-0.57259,0.012341317,0.012341317
PCCA-AS1,0,0,0
PCCB,-0.85737,6.73E-07,6.73E-07
PCDH10,0.54139,0,0
PCDH11X,0,0,0
PCDH11Y,0,0,0
PCDH12,0.45917,0,0
PCDH15,0,0,0
PCDH17,0.35136,0,0
PCDH18,0,0,0
PCDH19,0.31213,0,0
PCDH20,-0.10689,0,0
PCDH7,0.33521,0.168751592,0.168751592
PCDH8,0,0,0
PCDH9,0.0726,0.704290675,0.704290675
PCDH9-AS2,0,0,0
PCDH9-AS3,0,0,0
PCDHA1,0.46571,0,0
PCDHA10,0,0,0
PCDHA11,0.01133,0.987062195,0.987062195
PCDHA12,-0.70327,0.011118975,0.011118975
PCDHA13,0.13251,0,0
PCDHA2,-0.38777,0,0
PCDHA3,0.21725,0.700118575,0.700118575
PCDHA4,-0.3759,0.237917951,0.237917951
PCDHA5,-0.35566,0,0
PCDHA6,0.02034,0,0
PCDHA7,0.12097,0,0
PCDHA8,0.13754,0,0
PCDHA9,-0.07346,0,0
PCDHAC1,-1.19411,0.000167009,0.000167009
PCDHAC2,-0.96343,0.008865465,0.008865465
PCDHB1,0,0,0
PCDHB10,0.51802,0,0
PCDHB11,-0.43887,0,0
PCDHB12,-0.03687,0,0
PCDHB13,0.2916,0,0
PCDHB14,0.31644,0,0
PCDHB15,0.23935,0,0
PCDHB16,-0.01574,0,0
PCDHB17,-0.02925,0,0
PCDHB18,-0.04114,0,0
PCDHB19P,0.17119,0,0
PCDHB2,0.26331,0,0
PCDHB3,0.61987,0,0
PCDHB4,0.70563,0,0
PCDHB5,-0.33064,0,0
PCDHB6,0.03772,0,0
PCDHB7,0.54639,0,0
PCDHB8,-0.0841,0,0
PCDHB9,0.41067,0,0
PCDHGA1,0.64215,0,0
PCDHGA10,0.20294,0,0
PCDHGA11,0.54678,0,0
PCDHGA12,-0.05306,0,0
PCDHGA2,0.52018,0,0
PCDHGA3,0.17119,0,0
PCDHGA4,-0.31861,0,0
PCDHGA5,-0.22262,0,0
PCDHGA6,-0.33933,0,0
PCDHGA7,0.4695,0,0
PCDHGA8,0,0,0
PCDHGA9,0.22362,0,0
PCDHGB1,0.1249,0,0
PCDHGB2,0.31075,0,0
PCDHGB3,-0.24639,0,0
PCDHGB4,0.11924,0,0
PCDHGB5,-0.15893,0,0
PCDHGB6,-0.11765,0,0
PCDHGB7,0.15531,0,0
PCDHGB8P,0,0,0
PCDHGC3,-1.44166,0.001509809,0.001509809
PCDHGC4,0,0,0
PCDHGC5,0,0,0
PCDP1,0.38762,0,0
PCED1A,0.24069,0.141742472,0.141742472
PCED1B,-0.03581,0.880052294,0.880052294
PCED1B-AS1,0.21398,0,0
PCGEM1,0,0,0
PCGF1,0.77895,2.54E-05,2.54E-05
PCGF2,0.23963,0.371791755,0.371791755
PCGF3,0.21288,0.330814782,0.330814782
PCGF5,0.00075,0.99835536,0.99835536
PCGF6,0.44991,0.205870606,0.205870606
PCID2,-0.2877,0.166988825,0.166988825
PCIF1,-0.4259,0.074085384,0.074085384
PCLO,0.02907,0.954812719,0.954812719
PCM1,0.40971,0.00264104,0.00264104
PCMT1,-0.50292,0.022013252,0.022013252
PCMTD1,0.62256,0.003718072,0.003718072
PCMTD2,0.13703,0.598334455,0.598334455
PCNA,0.17278,0.070642115,0.070642115
PCNA-AS1,0,0,0
PCNAP1,0,0,0
PCNP,0.43428,0.006275798,0.006275798
PCNT,0.04223,0.894293749,0.894293749
PCNX,0.31915,0.006269228,0.006269228
PCNXL2,0.0053,0.98320356,0.98320356
PCNXL3,-0.13339,0.373894984,0.373894984
PCNXL4,0.20387,0.323075196,0.323075196
PCOLCE,-0.3913,0,0
PCOLCE-AS1,-0.07346,0,0
PCOLCE2,-0.0799,0.735546207,0.735546207
PCP2,0.55859,0,0
PCP4,0,0,0
PCP4L1,0,0,0
PCSK1,0.16138,0,0
PCSK1N,-0.28483,0,0
PCSK2,0,0,0
PCSK4,0.63059,0,0
PCSK5,-0.58524,0.282954385,0.282954385
PCSK6,-0.00962,0.973461214,0.973461214
PCSK7,-0.21972,0.300569276,0.300569276
PCSK9,-0.70762,0.001299358,0.001299358
PCTP,-0.23942,0.299546679,0.299546679
PCYOX1,-0.73307,4.18E-08,4.18E-08
PCYOX1L,0.07053,0.918453778,0.918453778
PCYT1A,-0.52388,0.000593859,0.000593859
PCYT1B,-0.05306,0,0
PCYT2,-1.01913,0,0
PDAP1,-0.0775,0.608102034,0.608102034
PDC,0,0,0
PDCD1,0,0,0
PDCD10,0.36963,0.114671982,0.114671982
PDCD11,-0.40911,0.000710465,0.000710465
PDCD2,0.44541,0.003728197,0.003728197
PDCD2L,-0.13558,0.689781366,0.689781366
PDCD4,-0.46269,0.016467746,0.016467746
PDCD5,0.42146,1.08E-05,1.08E-05
PDCD6,-0.24176,0.053208309,0.053208309
PDCD6IP,-0.35636,0.000621079,0.000621079
PDCD7,0.30157,0,0
PDCL,0.0637,0.820325628,0.820325628
PDCL2,0,0,0
PDCL3,-0.54744,0.063962949,0.063962949
PDCL3P4,0.15836,0,0
PDDC1,-0.1976,0.2788001,0.2788001
PDE10A,0.62683,0.000544896,0.000544896
PDE11A,0.18695,0,0
PDE12,0.27033,0.232118953,0.232118953
PDE1A,-0.14651,0,0
PDE1B,0.45441,0,0
PDE1C,-0.19179,0.553346435,0.553346435
PDE2A,0.68869,0.159872393,0.159872393
PDE3A,0.5326,0.01787735,0.01787735
PDE3B,0.52485,0.147314047,0.147314047
PDE4A,0.66259,0,0
PDE4C,1.19423,0.00521588,0.00521588
PDE4D,1.26567,2.13E-29,2.13E-29
PDE4DIP,-0.06813,0.891856839,0.891856839
PDE5A,0.16372,0,0
PDE6A,0.07816,0,0
PDE6B,0,0,0
PDE6C,1.0366,0,0
PDE6D,-0.38131,0.179160653,0.179160653
PDE6G,0.07479,0,0
PDE6H,0,0,0
PDE7A,0.24747,0.10171167,0.10171167
PDE7B,0.74029,0.023870625,0.023870625
PDE8A,0.39507,0.001144221,0.001144221
PDE8B,-0.76543,0,0
PDE9A,1.10075,0.013944577,0.013944577
PDGFA,0.2147,0.362588893,0.362588893
PDGFB,-1.15282,0.016057791,0.016057791
PDGFC,0.67244,0.129949152,0.129949152
PDGFD,-0.44146,0.046167354,0.046167354
PDGFRA,0.43454,0,0
PDGFRB,-0.09822,0,0
PDGFRL,0.44306,0.072040189,0.072040189
PDHA1,-0.66736,4.63E-06,4.63E-06
PDHA2,0,0,0
PDHB,-0.41225,0.010352275,0.010352275
PDHX,0.15015,0.49022986,0.49022986
PDIA2,0.04193,0,0
PDIA3,-0.6149,1.18E-07,1.18E-07
PDIA3P,-0.00834,0.988393929,0.988393929
PDIA4,-0.33007,5.16E-05,5.16E-05
PDIA5,-0.52929,0.049052091,0.049052091
PDIA6,-0.65822,6.96E-15,6.96E-15
PDIK1L,0.81142,0.037506702,0.037506702
PDILT,0,0,0
PDK1,-0.20574,0.618636809,0.618636809
PDK2,-0.12223,0.803766848,0.803766848
PDK3,-0.4098,0.153675467,0.153675467
PDK4,0.95709,1.64E-09,1.64E-09
PDLIM1,-0.47119,0.001980872,0.001980872
PDLIM2,-0.45357,0.175115703,0.175115703
PDLIM3,-0.18667,0,0
PDLIM4,-0.1535,0,0
PDLIM5,0.06747,0.682691457,0.682691457
PDLIM7,-0.99204,6.86E-11,6.86E-11
PDP1,0.29665,0.472181777,0.472181777
PDP2,0.89194,2.83E-06,2.83E-06
PDPK1,0.37029,0.069200216,0.069200216
PDPN,0,0,0
PDPR,-0.47933,0.000908444,0.000908444
PDRG1,0.64234,0.000381579,0.000381579
PDS5A,-0.02278,0.889935815,0.889935815
PDS5B,0.19751,0.436467218,0.436467218
PDSS1,-0.10196,0.783334621,0.783334621
PDSS2,-0.32475,0.37278584,0.37278584
PDX1,0,0,0
PDXDC1,-0.16526,0.239176593,0.239176593
PDXDC2P,0.71191,0.029045239,0.029045239
PDXK,-0.58758,5.26E-05,5.26E-05
PDXP,-0.63397,0,0
PDYN,-0.09822,0,0
PDZD11,-0.62206,0.000305072,0.000305072
PDZD4,0.42565,0,0
PDZD7,0.43683,0,0
PDZD8,0.29894,0.003788468,0.003788468
PDZD9,-0.02925,0,0
PDZK1,-0.03985,0.949271971,0.949271971
PDZK1IP1,0.31024,0,0
PDZK1P1,0,0,0
PDZRN3,0,0,0
PDZRN4,0,0,0
PEA15,-0.75355,3.76E-08,3.76E-08
PEAK1,0.24745,0.20695222,0.20695222
PEAR1,-0.90746,0.006284536,0.006284536
PEBP1,-0.75011,3.55E-12,3.55E-12
PEBP4,-0.13368,0,0
PECAM1,0.4386,0,0
PECR,0.48167,0.111465184,0.111465184
PEF1,-0.78576,4.13E-07,4.13E-07
PEG3,0,0,0
PEG3-AS1,0,0,0
PELI1,1.04088,2.55E-05,2.55E-05
PELI2,-0.39138,0.250030787,0.250030787
PELI3,-0.22711,0.684776731,0.684776731
PELO,0.09145,0.566106832,0.566106832
PELP1,-0.06214,0.722025672,0.722025672
PEMT,-0.63991,0.015560694,0.015560694
PENK,0,0,0
PEPD,-0.47305,9.94E-05,9.94E-05
PER2,0.95591,6.76E-09,6.76E-09
PER4,0,0,0
PERP,-0.2073,0.189168083,0.189168083
PES1,-0.0236,0.868289817,0.868289817
PET100,-0.92857,9.67E-05,9.67E-05
PET112,-1.13921,1.15E-07,1.15E-07
PET117,0.53022,0,0
PEX1,0.2794,0,0
PEX10,-0.07217,0.797357297,0.797357297
PEX11A,-0.09682,0,0
PEX11B,0.53956,0.091050346,0.091050346
PEX11G,-0.71365,0,0
PEX12,0.53505,0.044008363,0.044008363
PEX13,0.68815,1.00E-05,1.00E-05
PEX14,-0.16881,0.631329794,0.631329794
PEX16,-0.07119,0.841994999,0.841994999
PEX19,-0.23068,0.207882483,0.207882483
PEX2,0.29394,0.190966925,0.190966925
PEX26,-0.39386,0.077907448,0.077907448
PEX3,-0.22056,0.562884805,0.562884805
PEX5,0.11893,0.612052292,0.612052292
PEX5L,0,0,0
PEX6,-0.27103,0.164926295,0.164926295
PEX7,-0.03094,0.961746537,0.961746537
PF4,-0.02994,0,0
PF4V1,0,0,0
PFAS,-0.37881,0.071594633,0.071594633
PFDN1,-0.52209,0.000187681,0.000187681
PFDN2,0.4426,0.004677309,0.004677309
PFDN4,0.28904,0.306835927,0.306835927
PFDN5,-0.1582,0.202366273,0.202366273
PFDN6,-0.13973,0.4233147,0.4233147
PFKFB1,0.29465,0,0
PFKFB2,0.39661,0.09786668,0.09786668
PFKFB3,0.25957,0.000396758,0.000396758
PFKFB4,-0.79213,4.45E-06,4.45E-06
PFKL,-0.60478,0.002119003,0.002119003
PFKM,-0.29278,0.041923389,0.041923389
PFKP,-1.01672,9.63E-42,9.63E-42
PFN1,-0.8396,0,0
PFN1P2,0,0,0
PFN2,-0.19513,0.122946398,0.122946398
PFN3,0,0,0
PFN4,0.59679,0,0
PGA3,0,0,0
PGA4,0,0,0
PGA5,0,0,0
PGAM1,-0.74152,1.59E-05,1.59E-05
PGAM1P5,0.06441,0,0
PGAM2,0,0,0
PGAM4,-0.07346,0,0
PGAM5,-0.43639,0.030173928,0.030173928
PGAP1,1.13616,1.68E-09,1.68E-09
PGAP2,0.1537,0.678980822,0.678980822
PGAP3,-0.12563,0.773492933,0.773492933
PGBD1,-0.04161,0.93853807,0.93853807
PGBD2,0.25679,0.487738112,0.487738112
PGBD3,0.30656,0,0
PGBD4,0.74301,0.103481842,0.103481842
PGBD5,0.68783,0,0
PGC,-0.32875,0,0
PGCP1,0,0,0
PGD,-0.48872,1.54E-10,1.54E-10
PGGT1B,0.15309,0.647633469,0.647633469
PGK1,-0.82383,2.44E-17,2.44E-17
PGK2,0,0,0
PGLS,-0.24633,0.222393194,0.222393194
PGLYRP1,0,0,0
PGLYRP3,0,0,0
PGLYRP4,0,0,0
PGM1,-0.08071,0.643056152,0.643056152
PGM2,-0.29754,0.323281075,0.323281075
PGM2L1,-0.02095,0.93700968,0.93700968
PGM3,-0.18737,0,0
PGM5,-0.19585,0,0
PGM5-AS1,0,0,0
PGP,-0.48892,0.040666491,0.040666491
PGPEP1,-0.02923,0.908180937,0.908180937
PGPEP1L,0,0,0
PGR,-0.05306,0,0
PGRMC1,-0.34736,0.060346123,0.060346123
PGRMC2,-0.01694,0.945347689,0.945347689
PGS1,0.17541,0.462249418,0.462249418
PHACTR1,0,0,0
PHACTR2,-0.09167,0.766359807,0.766359807
PHACTR3,-0.02925,0,0
PHACTR4,0.32564,0.068547285,0.068547285
PHAX,-0.27553,0.232801176,0.232801176
PHB,-1.0751,1.07E-17,1.07E-17
PHB2,0.06106,0.596144311,0.596144311
PHC1,0.07151,0.879490984,0.879490984
PHC2,0.4664,0,0
PHC3,0.88667,6.57E-05,6.57E-05
PHEX,-1.36445,0,0
PHEX-AS1,0,0,0
PHF1,0.87505,0.000260135,0.000260135
PHF10,-0.05491,0.846982473,0.846982473
PHF12,0.25808,0.038404849,0.038404849
PHF13,0.44843,0.118603231,0.118603231
PHF14,-0.12562,0.619883627,0.619883627
PHF15,0.1898,0.37620403,0.37620403
PHF16,1.53873,6.48E-09,6.48E-09
PHF17,0.18162,0.380103299,0.380103299
PHF19,-0.57845,0.003181461,0.003181461
PHF2,0.31633,0.162987079,0.162987079
PHF20,-0.00604,0.988393929,0.988393929
PHF20L1,0.62289,0.001001623,0.001001623
PHF21A,0.28659,0.188121208,0.188121208
PHF21B,0.12638,0,0
PHF23,0.57962,5.51E-09,5.51E-09
PHF3,0.62229,7.06E-05,7.06E-05
PHF5A,0.42819,0.066369735,0.066369735
PHF6,0.1169,0.539158961,0.539158961
PHF7,0.63887,0.193497117,0.193497117
PHF8,0.18089,0.590315563,0.590315563
PHGDH,-0.48454,0.338746663,0.338746663
PHGR1,0,0,0
PHIP,1.052,5.90E-12,5.90E-12
PHKA1,-0.32143,0.027029529,0.027029529
PHKA2,-0.06032,0.797393677,0.797393677
PHKA2-AS1,0.02024,0,0
PHKB,-0.77438,2.55E-10,2.55E-10
PHKG1,1.06163,0,0
PHKG2,0.4237,0.120663434,0.120663434
PHLDA1,0.60094,0.001311826,0.001311826
PHLDA2,-0.5353,0.075444031,0.075444031
PHLDA3,0.16102,0.274742711,0.274742711
PHLDB1,-0.63588,0.010379283,0.010379283
PHLDB3,0.9259,5.05E-09,5.05E-09
PHLPP1,0.20383,0.504562243,0.504562243
PHLPP2,0.26578,0.136410413,0.136410413
PHOSPHO1,-0.81596,0,0
PHOSPHO2,1.28135,0.005143619,0.005143619
PHOSPHO2-KLHL23,0,0,0
PHOX2A,0,0,0
PHOX2B,0,0,0
PHPT1,-0.59954,1.44E-07,1.44E-07
PHRF1,0.07477,0.64238251,0.64238251
PHTF1,0.38577,0.193891449,0.193891449
PHTF2,-0.17363,0.599738959,0.599738959
PHYH,-0.58452,0.010912973,0.010912973
PHYHD1,-0.07346,0,0
PHYHIP,0.18703,0,0
PHYHIPL,0.72575,0.234800614,0.234800614
PI15,0.31719,0,0
PI16,-0.02925,0,0
PI3,-0.13925,0,0
PI4K2A,-0.17329,0.178045835,0.178045835
PI4K2B,0.30335,0.592588172,0.592588172
PI4KA,-0.20998,0.220712063,0.220712063
PI4KAP1,-0.30731,0,0
PI4KAP2,0.01188,0.98624351,0.98624351
PI4KB,0.28812,0.080071049,0.080071049
PIANP,-0.04114,0,0
PIAS1,-0.05097,0.812155592,0.812155592
PIAS2,0.27648,0.393958767,0.393958767
PIAS3,0.206,0.393892264,0.393892264
PIAS4,0.1738,0.57537323,0.57537323
PIBF1,0.77883,0.047474009,0.047474009
PICALM,-0.09229,0.601186641,0.601186641
PICK1,0.22928,0.388797118,0.388797118
PID1,0.51692,0.186944295,0.186944295
PIDD,0.10241,0.647633469,0.647633469
PIEZO1,-0.29531,0.158854429,0.158854429
PIEZO2,-0.73964,0.068543362,0.068543362
PIF1,0.53443,0,0
PIFO,0.15355,0,0
PIGA,1.79487,1.92E-19,1.92E-19
PIGB,0.09024,0.83939961,0.83939961
PIGC,-0.30647,0.121011213,0.121011213
PIGF,0.1117,0.661203683,0.661203683
PIGG,-0.56941,0.001895678,0.001895678
PIGH,-0.07051,0.841715423,0.841715423
PIGK,-0.77791,0.009166141,0.009166141
PIGL,0.53038,0.147226146,0.147226146
PIGM,-0.12924,0.718775928,0.718775928
PIGN,-0.79366,0.031362736,0.031362736
PIGO,-0.16294,0.305643676,0.305643676
PIGP,-0.0442,0.908180937,0.908180937
PIGQ,-0.56983,0,0
PIGR,0.69958,0,0
PIGS,-0.8909,7.74E-09,7.74E-09
PIGT,-0.698,0.00012975,0.00012975
PIGU,-0.4716,0.072678457,0.072678457
PIGV,-0.27598,0.442566574,0.442566574
PIGW,0.9083,6.15E-09,6.15E-09
PIGX,0.0301,0.951388342,0.951388342
PIGY,0,0,0
PIGZ,-0.37853,0,0
PIH1D1,-0.10636,0.612694214,0.612694214
PIH1D2,0.28238,0,0
PIH1D3,0,0,0
PIK3C2A,0.35539,0.055192024,0.055192024
PIK3C2B,-0.27597,0,0
PIK3C2G,0.14257,0,0
PIK3C3,-0.02234,0.949481736,0.949481736
PIK3CA,0.41725,0.177001385,0.177001385
PIK3CB,-0.25175,0.245838761,0.245838761
PIK3CD,-0.43709,0.156505062,0.156505062
PIK3CG,0,0,0
PIK3IP1,-0.26229,0.570677657,0.570677657
PIK3R1,-0.33661,0.057071515,0.057071515
PIK3R2,-0.04534,0.912049239,0.912049239
PIK3R4,-0.21874,0.420406528,0.420406528
PIK3R5,0.32896,0,0
PIK3R6,0,0,0
PIKFYVE,0.09845,0.562964058,0.562964058
PILRA,-0.26391,0.583126897,0.583126897
PILRB,-0.06713,0.580268628,0.580268628
PIM1,1.05624,1.46E-12,1.46E-12
PIM2,0.36002,0.172207519,0.172207519
PIM3,1.27776,1.12E-07,1.12E-07
PIN1,-0.51876,0.017913356,0.017913356
PIN1P1,-0.04114,0,0
PIN4,0.13178,0.588590966,0.588590966
PIN4P1,0.72045,0,0
PINK1,-1.04357,3.64E-10,3.64E-10
PINLYP,1.5703,0,0
PINX1,-0.03869,0.950644866,0.950644866
PION,0.35479,0.283932045,0.283932045
PIP,0.39861,0,0
PIP4K2A,-0.23758,0.170219484,0.170219484
PIP4K2B,-0.31389,0.026544235,0.026544235
PIP4K2C,0.20135,0.343224577,0.343224577
PIP5K1A,0.39153,0.004953071,0.004953071
PIP5K1B,1.20034,0,0
PIP5K1C,0.1607,0.523781422,0.523781422
PIP5K1P1,0,0,0
PIP5KL1,-0.22968,0.682160303,0.682160303
PIPOX,-0.0527,0,0
PIPSL,0.27568,0,0
PIR,-0.13983,0.689579676,0.689579676
PIR-FIGF,0.16885,0,0
PIRT,0,0,0
PISD,0.25167,0.233077782,0.233077782
PISRT1,0,0,0
PITHD1,-0.02481,0.93546713,0.93546713
PITPNA,-0.20544,0.219090009,0.219090009
PITPNA-AS1,0.32128,0.288293497,0.288293497
PITPNB,0.15086,0.623088083,0.623088083
PITPNM1,-0.49109,0.003025335,0.003025335
PITPNM2,0.12138,0.675865057,0.675865057
PITPNM3,0.38588,0.512452303,0.512452303
PITRM1,-0.8595,1.08E-06,1.08E-06
PITRM1-AS1,-1.29886,0,0
PITX1,0.41683,0.193278469,0.193278469
PITX2,-0.06599,0,0
PITX3,0.36032,0,0
PIWIL1,0,0,0
PIWIL2,-0.32875,0,0
PIWIL3,0,0,0
PIWIL4,-0.08997,0,0
PJA1,-0.07824,0.811100886,0.811100886
PJA2,0.17958,0.264129809,0.264129809
PKD1,-0.18415,0.327960152,0.327960152
PKD1L1,-0.23469,0,0
PKD1L2,-0.35783,0.241239034,0.241239034
PKD1L3,-0.0725,0,0
PKD1P1,-0.08956,0.820331509,0.820331509
PKD2,-0.21487,0.288950942,0.288950942
PKD2L1,1.00779,0,0
PKD2L2,0,0,0
PKDCC,0.33924,0.091551065,0.091551065
PKDREJ,0,0,0
PKHD1,0,0,0
PKHD1L1,0,0,0
PKI55,0.05771,0.901977724,0.901977724
PKIA,-0.05306,0,0
PKIB,0.33972,0.432493278,0.432493278
PKIG,-0.55699,0.06733485,0.06733485
PKLR,-0.02925,0,0
PKM,-0.77853,1.77E-25,1.77E-25
PKMYT1,-0.0703,0.905001915,0.905001915
PKN1,-0.33875,0.014831252,0.014831252
PKN2,0.52448,0.000689591,0.000689591
PKN3,0.29465,0.491105907,0.491105907
PKNOX1,-0.4938,0,0
PKNOX2,0.17119,0,0
PKP2,-0.4608,0.093549078,0.093549078
PKP3,-0.37069,0.056492379,0.056492379
PKP4,-0.22719,0.145415035,0.145415035
PLA2G10,0,0,0
PLA2G12A,0.07001,0.888811328,0.888811328
PLA2G12B,0.21027,0,0
PLA2G15,-0.51953,0.162542166,0.162542166
PLA2G16,-0.47951,0.009218065,0.009218065
PLA2G1B,-0.09822,0,0
PLA2G2A,0,0,0
PLA2G2C,0,0,0
PLA2G2D,0,0,0
PLA2G2E,0,0,0
PLA2G2F,0,0,0
PLA2G3,0,0,0
PLA2G4A,0.5368,1.59E-05,1.59E-05
PLA2G4B,-0.51973,0,0
PLA2G4D,-0.05306,0,0
PLA2G4E,-0.10733,0,0
PLA2G4F,0,0,0
PLA2G5,0,0,0
PLA2G6,0.31193,0,0
PLA2G7,0,0,0
PLA2R1,-0.25315,0.709113813,0.709113813
PLAA,0.02684,0.925482374,0.925482374
PLAC1,0.51737,0,0
PLAC1L,0,0,0
PLAC4,0,0,0
PLAC8,-0.5211,0,0
PLAC8L1,-0.09136,0,0
PLAC9,0,0,0
PLAG1,1.19108,0,0
PLAGL1,-0.55085,0.050972065,0.050972065
PLAGL2,0.53794,0.021450717,0.021450717
PLB1,-0.36427,0,0
PLBD1,-0.2608,0,0
PLBD2,-0.74498,0,0
PLCB1,-0.43816,0.375588679,0.375588679
PLCB2,0,0,0
PLCB3,-0.44244,0.007903145,0.007903145
PLCB4,-0.62312,0.004692322,0.004692322
PLCD1,-0.17285,0,0
PLCD3,-0.7167,9.31E-09,9.31E-09
PLCD4,0.51473,0,0
PLCE1,-0.45883,0,0
PLCG1,-0.23444,0.282249693,0.282249693
PLCG2,-0.55284,0,0
PLCH1,-0.42732,0.079801375,0.079801375
PLCH2,0.70887,0,0
PLCL1,-0.02925,0,0
PLCL2,0.81524,1.20E-08,1.20E-08
PLCXD1,-0.11819,0.65124472,0.65124472
PLCXD2,0.11096,0.845649708,0.845649708
PLCXD3,0.27943,0.624928931,0.624928931
PLCZ1,0,0,0
PLD1,0.41382,0.12713163,0.12713163
PLD2,-0.34554,0.180699944,0.180699944
PLD3,-0.74931,3.71E-06,3.71E-06
PLD4,0,0,0
PLD5,-0.20163,0.614568839,0.614568839
PLD6,1.93468,4.73E-15,4.73E-15
PLEC,-0.21315,0,0
PLEK,0,0,0
PLEK2,-1.04625,0.031162222,0.031162222
PLEKHA1,0.13528,0.359099468,0.359099468
PLEKHA2,-0.39531,0.239795665,0.239795665
PLEKHA3,0.81121,0.002449481,0.002449481
PLEKHA5,0.03585,0.912957696,0.912957696
PLEKHA6,-0.24729,0.143061786,0.143061786
PLEKHA7,-0.48361,0.083078236,0.083078236
PLEKHA8,0.37345,0.017555408,0.017555408
PLEKHA8P1,-0.95504,0.033279146,0.033279146
PLEKHB1,0.49602,0,0
PLEKHB2,-0.59372,1.79E-07,1.79E-07
PLEKHD1,0.40032,0,0
PLEKHF1,0.16516,0.743041356,0.743041356
PLEKHG1,0.53251,0.304043727,0.304043727
PLEKHG2,1.53481,0,0
PLEKHG3,-0.01724,0.918624123,0.918624123
PLEKHG4,-0.18385,0.54934062,0.54934062
PLEKHG4B,0.04852,0,0
PLEKHG5,0.31504,0,0
PLEKHG6,-0.62095,0,0
PLEKHH1,-0.14065,0.696722512,0.696722512
PLEKHH2,-0.39348,0.146361448,0.146361448
PLEKHH3,0.73177,0.003409443,0.003409443
PLEKHJ1,-0.08786,0.693122887,0.693122887
PLEKHM1,-0.38286,0,0
PLEKHM1P,-0.10258,0,0
PLEKHM2,0.69602,0.000200548,0.000200548
PLEKHM3,0.55358,0.06820284,0.06820284
PLEKHN1,0.55859,0.267509032,0.267509032
PLEKHO1,0.26848,0,0
PLEKHO2,0.22289,0.585563167,0.585563167
PLEKHS1,0.38249,0,0
PLG,0,0,0
PLGLA,0,0,0
PLGLB1,0,0,0
PLGLB2,0,0,0
PLGRKT,0.16296,0.703166631,0.703166631
PLIN1,0.79632,0,0
PLIN2,0.56122,0.044015707,0.044015707
PLIN3,-0.50113,0.000140246,0.000140246
PLIN4,0.38186,0,0
PLIN5,0.23378,0,0
PLK1,0.76993,0.035775455,0.035775455
PLK1S1,-0.07027,0.898546836,0.898546836
PLK2,0.33829,2.01E-05,2.01E-05
PLK3,0.72367,2.89E-06,2.89E-06
PLK4,1.11069,0.006301,0.006301
PLK5,0.15316,0,0
PLLP,0.35422,0.56105517,0.56105517
PLN,0,0,0
PLOD1,-1.03967,3.64E-13,3.64E-13
PLOD3,-0.17706,0.586546253,0.586546253
PLP1,0,0,0
PLP2,-0.90117,3.02E-08,3.02E-08
PLRG1,0.28231,0.167221177,0.167221177
PLS1,-0.66972,0.000235118,0.000235118
PLS3,-0.79199,6.50E-08,6.50E-08
PLSCR1,0.21162,0.401489867,0.401489867
PLSCR2,-0.13903,0,0
PLSCR3,0.17119,0,0
PLSCR4,0.40631,0.162624243,0.162624243
PLSCR5,0,0,0
PLTP,-0.86972,0,0
PLVAP,0,0,0
PLXDC1,0.54705,0,0
PLXDC2,-0.14267,0,0
PLXNA1,-0.28663,0.046173753,0.046173753
PLXNA2,-1.22407,2.50E-07,2.50E-07
PLXNA3,0.30791,0.368519522,0.368519522
PLXNA4,-0.2684,0,0
PLXNB1,-0.09827,0.524272944,0.524272944
PLXNB2,0.03068,0.803958128,0.803958128
PLXNB3,0.42604,0.101778106,0.101778106
PLXNC1,0.48075,0.249477389,0.249477389
PLXND1,-0.02237,0.917164604,0.917164604
PM20D1,0,0,0
PM20D2,0.09749,0.760806532,0.760806532
PMCH,0,0,0
PMCHL1,0,0,0
PMCHL2,0,0,0
PMEL,0.59359,0,0
